hour,is_weekend,is_raining,traffic_multiplier
13,1,0,1.202487953748777
15,1,1,1.3660327364120624
13,1,1,1.3840145848232375
11,1,0,1.218788124188681
18,1,0,1.0
22,0,0,1.0
14,1,1,1.359448621686637
1,1,0,1.0
1,1,1,1.3308802873033905
22,1,0,1.0
21,0,1,1.3497798574092343
18,0,1,2.121220683989831
21,0,0,1.0
21,0,0,1.0
16,0,1,1.4662468760049459
19,0,1,1.8463422964785203
9,1,0,1.0
5,0,0,1.0
14,0,1,1.433126944915963
21,1,0,1.0
10,0,1,1.76439945178378
4,1,0,1.0
0,1,0,1.0
7,0,0,1.0
20,1,1,1.3081405807492228
11,0,0,1.1023795664490312
11,0,1,1.3098160015414608
4,1,0,1.0
6,1,1,1.2252402826590396
3,0,1,1.162632105632828
5,1,0,1.0
12,1,1,1.5158380523988222
19,0,1,1.803768357163935
14,0,1,1.532382854163994
2,1,1,1.2796293486097956
22,0,0,1.0
7,0,0,1.0
19,0,0,1.699282847358051
15,0,1,1.6039040390361379
12,0,1,1.427739283131625
17,0,0,1.6550811404167716
9,0,0,1.6024332382962045
18,1,1,1.2934438462020839
16,0,0,1.2665863296785829
23,1,0,1.0
18,1,1,1.2985442994372836
22,1,0,1.0
4,0,1,1.3193122339922572
20,0,0,1.0
22,1,1,1.1627732746682047
8,0,1,1.6143481288349044
11,1,1,1.5948650670185205
20,0,1,1.2865454595590622
0,0,1,1.290151733487943
0,1,0,1.0
14,1,0,1.2453340938516426
1,1,0,1.0
21,0,1,1.3385205400969493
15,1,0,1.2664382304615116
7,0,1,1.2746780774054094
12,0,1,1.4258911394636526
20,0,0,1.0
0,1,1,1.2814637650312544
15,1,0,1.1849358024836918
6,1,1,1.1805923741211488
4,0,1,1.3112805638493148
21,0,0,1.0
22,1,1,1.2520494199606291
2,0,0,1.0
11,0,1,1.5018208792327894
15,1,0,1.1961340224610153
18,1,1,1.2395990909337735
4,1,0,1.0
21,0,0,1.0
13,0,1,1.3593789602526716
4,0,0,1.0
14,0,1,1.339574785557572
16,0,1,1.3530814550605061
13,1,0,1.2468147062011756
19,0,0,1.412310071303664
4,0,0,1.0
11,0,0,1.2234925495826443
15,1,0,1.2521322684047211
15,1,1,1.5324576872953781
20,1,0,1.0
6,0,1,1.291576139047307
3,1,0,1.0
0,1,0,1.0
4,1,0,1.0
22,0,1,1.2995847302622834
9,1,0,1.0
21,0,1,1.1893866974881742
4,0,1,1.3054591151678148
3,1,1,1.316418947216623
1,0,0,1.0
19,1,1,1.2222532776811978
9,0,0,1.4853452272131884
18,1,1,1.2270101358407233
0,1,0,1.0
23,1,1,1.2979215938000275
4,0,0,1.0
12,1,0,1.1835278011737405
3,0,0,1.0
15,1,1,1.420043283240465
23,0,1,1.3112023420976968
15,0,0,1.1506414963284715
22,1,1,1.1997857975429187
1,1,1,1.268076193040772
16,1,1,1.2692831544863317
19,1,1,1.20220573305869
23,1,1,1.2576135101469645
11,0,1,1.600810312506507
17,1,1,1.248089291984195
2,1,0,1.0
0,0,0,1.0
0,1,1,1.1574103987386986
18,1,0,1.0
10,0,0,1.6141010938517237
4,1,0,1.0
11,1,1,1.458792026490066
2,1,1,1.172212660656331
0,0,1,1.2057135906411318
0,1,1,1.3043177728935627
7,0,1,1.2202487664566657
9,1,0,1.0
10,0,1,1.9386968866357792
11,1,0,1.1327110076827636
12,0,1,1.4276245743605493
11,0,0,1.1032216437098674
13,0,1,1.3103942182958286
1,0,1,1.172717463475735
18,0,1,1.8795350012919494
17,0,1,1.8792002201049605
2,1,1,1.2212772957046056
22,1,1,1.2146975523286292
16,0,0,1.1046293543830017
7,0,1,1.2500667311352045
9,0,0,1.5934436027006664
1,0,1,1.1815661452362245
18,1,0,1.0
8,0,0,1.7057296000826816
6,1,0,1.0
3,1,0,1.0
20,0,0,1.0
17,0,0,1.5970697321244012
12,1,1,1.3471805758369
10,1,0,1.0
23,0,1,1.2604321653942026
3,0,1,1.300563405217762
20,0,0,1.0
3,1,0,1.0
9,1,1,1.2063998705369943
4,0,0,1.0
8,1,0,1.0
23,1,0,1.0
2,0,0,1.0
16,0,0,1.1437588703153445
2,1,0,1.0
15,1,0,1.2043869928129154
3,0,1,1.1810686605020033
17,0,0,1.666645354637714
16,0,1,1.388485135507132
6,0,1,1.1573040758762747
23,0,1,1.274057730517717
22,1,1,1.208858754797748
4,1,0,1.0
11,1,1,1.419174891625977
16,1,1,1.4047287105311737
22,0,1,1.197362585490754
12,0,1,1.4357610987424647
22,0,1,1.3436041922455257
2,1,0,1.0
8,1,0,1.0
16,1,1,1.4179339649980744
16,0,0,1.1833389679346933
19,1,0,1.0
15,0,1,1.4339336420900524
21,0,1,1.3183861348958508
12,0,1,1.3789957385566003
18,0,0,1.662166278721142
16,0,1,1.4076451516972501
3,0,0,1.0
11,1,0,1.2333272144822485
8,0,0,1.5235142633410343
18,0,1,1.8266313211450673
11,1,0,1.256667338384924
8,0,1,1.75071048736666
6,1,1,1.261964957776558
13,1,1,1.2682065395941373
19,1,1,1.1752339180297473
18,0,1,1.7265683524659636
14,0,0,1.2984483829722244
15,1,0,1.2305226803494707
20,0,0,1.0
4,0,0,1.0
2,1,0,1.0
11,1,1,1.3673756337022929
19,0,1,1.7774916481194118
20,1,0,1.0
3,1,0,1.0
20,1,0,1.0
22,0,1,1.3340544737604816
15,0,1,1.5370648776570217
6,0,1,1.234014459050433
12,1,0,1.221591540536722
20,0,0,1.0
9,1,0,1.0
6,0,0,1.0
13,0,1,1.3617980720516618
4,1,0,1.0
2,0,0,1.0
22,1,0,1.0
10,0,1,1.8126193173158365
10,0,1,2.028403833872088
17,1,0,1.0
14,1,1,1.5612585322756005
11,1,1,1.3805745053509446
8,0,1,1.9542172515654144
9,0,1,1.8813934697798813
11,0,1,1.4530482574239532
16,1,0,1.2120343791134718
5,1,0,1.0
6,1,0,1.0
13,0,1,1.4394525012789545
12,0,1,1.4668986910400783
7,1,1,1.313482491053822
9,0,1,2.110962344586855
8,1,0,1.0
17,0,0,1.7656625846614005
1,0,0,1.0
4,1,0,1.0
4,0,0,1.0
5,0,0,1.0
18,1,1,1.2592842024720206
7,1,1,1.2212422634507738
15,0,0,1.1014545615388018
12,1,1,1.3479502484337835
0,0,0,1.0
21,1,0,1.0
19,0,1,1.746673240470581
16,0,0,1.1790960056063313
6,1,0,1.0
12,0,0,1.1349300130910736
3,0,1,1.3197582505551682
3,1,1,1.2096389755751198
5,1,1,1.269712870031662
18,0,1,1.7615136403184333
11,1,0,1.2884467438982332
21,1,1,1.2554451956500967
6,0,1,1.215011528678363
9,0,1,1.6809559547985944
18,1,0,1.0
6,1,1,1.1541023206046779
2,1,1,1.2227116310696595
12,0,0,1.206297185460901
12,0,0,1.274373249170189
17,0,0,1.6749497670791191
19,0,0,1.4446329252532966
7,0,1,1.1795492648875923
8,0,0,1.5712493471273499
6,0,1,1.1891415503277576
0,1,1,1.155569955516551
2,1,1,1.3110029760236142
12,0,1,1.4200424351792016
16,0,1,1.4737564747680163
23,0,0,1.0
0,1,1,1.270774782365238
5,0,1,1.2969965943259791
20,1,1,1.172096725593613
5,1,0,1.0
11,1,1,1.5902592832646036
12,1,1,1.481053519227421
12,1,0,1.2442978346263345
14,0,1,1.3696737941470676
20,0,1,1.3194812269858474
15,1,0,1.171379977434951
21,0,1,1.1716578712965833
20,1,1,1.2341754499486413
10,1,1,1.2954208898117012
4,0,1,1.1714602420741345
3,0,1,1.191209712042578
2,0,0,1.0
18,0,0,1.45902073873148
19,0,0,1.71877910223009
17,1,1,1.1625785244904974
14,0,1,1.4606086845735249
8,0,1,2.0451931809109283
16,0,0,1.1229090599172964
13,1,1,1.474902093757263
14,0,1,1.3462557966194435
0,1,1,1.3150755955737943
20,0,0,1.0
21,0,0,1.0
21,1,1,1.3474164728011941
2,0,1,1.261376118029593
15,0,1,1.3853229419866788
22,1,0,1.0
10,0,0,1.4680521309534436
11,1,0,1.2523774557781504
9,1,1,1.3046948035645536
15,1,0,1.275024198476499
7,1,1,1.1553205127193127
5,1,1,1.2623962683252758
11,0,0,1.1428510868686368
23,0,1,1.2181766030984713
20,0,0,1.0
7,1,1,1.3069911230573015
3,1,1,1.1884067304722992
7,1,0,1.0
17,1,1,1.277668350116218
4,0,1,1.2809132382447195
8,0,1,2.0866697516667077
3,1,1,1.3107270294307387
21,1,1,1.2563201498035785
16,0,1,1.3724688345761444
8,1,1,1.2598979147023641
0,1,1,1.2856838503427426
20,1,0,1.0
19,0,0,1.643083644732771
12,0,1,1.381858187182617
15,1,1,1.42241524589519
12,0,0,1.229079734862497
13,1,1,1.4619799837121203
2,1,0,1.0
5,0,0,1.0
17,1,0,1.0
18,1,1,1.202481564514149
4,0,1,1.301944265736185
14,1,1,1.4958527538044348
1,1,0,1.0
9,1,0,1.0
23,0,0,1.0
17,1,1,1.272380816953465
12,0,0,1.1747039328463482
4,1,0,1.0
22,1,1,1.2903894400239613
23,1,0,1.0
0,1,0,1.0
21,0,1,1.3171443193295742
0,0,1,1.28764665546713
17,1,0,1.0
14,1,1,1.4442481172679011
16,1,0,1.2284639301951488
10,1,1,1.2859621783202662
20,1,0,1.0
21,1,1,1.2617458887049078
16,1,0,1.224988455021479
12,1,1,1.4596708397273717
0,0,1,1.3081546127464068
1,0,1,1.2247855739413567
8,0,1,1.7845899504087364
2,1,1,1.158245562799812
0,1,1,1.2001596670223926
20,1,1,1.2879403284729247
15,0,0,1.2704295495600024
22,1,0,1.0
5,0,1,1.2618371759959697
16,1,1,1.4368884546747636
4,0,0,1.0
4,0,0,1.0
5,0,1,1.1823195911916042
2,1,0,1.0
20,0,0,1.0
22,1,1,1.1736708202653174
4,1,1,1.302135952244193
20,1,1,1.335500710259315
4,1,0,1.0
9,1,1,1.2416566432772547
9,0,1,1.9966697936624436
18,1,0,1.0
16,1,1,1.422119017210635
20,1,0,1.0
13,1,0,1.223363376875115
8,1,0,1.0
13,0,0,1.2197274357659722
0,0,0,1.0
18,1,0,1.0
12,0,1,1.4452867566518492
12,0,1,1.4315311839528948
3,1,1,1.2567042861961968
0,0,0,1.0
16,1,1,1.4447678400570108
7,0,0,1.0
1,0,1,1.2515273445312696
7,0,0,1.0
6,1,1,1.3115931378521515
1,0,0,1.0
21,0,1,1.2236171275332428
21,1,0,1.0
2,1,1,1.1750156453632652
17,0,0,1.4165997217542845
11,1,1,1.355148664227291
0,0,1,1.2620703948039924
21,0,1,1.1543477676127414
11,1,0,1.2041141088598346
4,1,0,1.0
16,1,0,1.1783543484024006
15,0,0,1.2154244539828885
14,1,0,1.240483505630073
22,0,1,1.276818389015968
14,1,0,1.2969288738746734
4,0,1,1.1776530687753741
20,1,1,1.2359474017859557
13,0,0,1.1849661473286623
1,1,1,1.233410640740584
10,0,0,1.6655193568170674
18,1,0,1.0
6,1,0,1.0
5,0,1,1.2479656121093445
1,1,0,1.0
5,0,0,1.0
17,0,0,1.6069730239251854
1,1,1,1.2364711984293528
17,0,0,1.796679784407425
14,1,1,1.4970571076366825
18,1,1,1.1723187849533334
1,0,0,1.0
19,1,1,1.3179529448077205
5,0,1,1.349434050285145
0,0,0,1.0
23,1,0,1.0
14,1,0,1.1585217788079292
22,0,1,1.2215569851683532
9,0,0,1.7766532725940811
18,1,1,1.292225903600618
16,1,1,1.42533696461271
4,1,1,1.3388459158728512
3,1,1,1.3123626213891557
9,0,1,1.9941323478368684
23,1,0,1.0
16,0,0,1.135604064858454
9,0,1,1.9350962221798662
16,1,1,1.5090013297830625
19,0,0,1.7430641588169027
23,1,0,1.0
4,0,1,1.2032466989035604
1,1,1,1.252905387316448
5,0,0,1.0
20,0,0,1.0
1,1,1,1.171377059097812
12,1,0,1.232023780599235
10,0,0,1.7344317100667355
10,0,1,1.942030615108698
15,1,1,1.4457113771544636
10,0,1,1.9813686671045205
18,1,0,1.0
14,0,1,1.5584848002876837
22,1,0,1.0
22,0,1,1.2382232328196667
15,1,1,1.521729723419655
10,1,0,1.0
21,0,0,1.0
15,1,1,1.5812952298012313
7,0,1,1.158274876493452
3,1,0,1.0
7,1,1,1.225777418066521
3,1,0,1.0
23,0,0,1.0
2,1,1,1.1569432304367788
2,0,0,1.0
17,1,0,1.0
18,0,0,1.440829969906439
18,0,1,1.9653286530338951
20,0,0,1.0
4,1,1,1.1739649517418536
17,0,1,1.9126114959480214
9,1,1,1.3128601967343174
21,0,0,1.0
20,0,0,1.0
5,0,1,1.2539335792931858
0,0,1,1.304314287865766
4,1,0,1.0
8,0,1,1.7906959770743844
11,0,1,1.3126208690577497
13,1,0,1.1701844189931359
1,0,1,1.3361058535348036
16,0,0,1.2599356827307202
13,0,0,1.1865603122452635
12,0,1,1.4017372334907976
8,1,0,1.0
14,1,0,1.240870591294426
21,0,0,1.0
14,1,1,1.458334073425923
23,1,1,1.158364324757293
10,0,1,1.9120580010922514
15,1,0,1.1804262310057754
16,0,0,1.228778788354642
3,1,1,1.2601226595970287
0,1,1,1.2001163153188386
7,1,0,1.0
16,0,1,1.4151685090739927
2,1,1,1.3260495988951126
19,0,1,2.112961934130883
14,0,1,1.5108341515315604
14,1,1,1.5756741712397286
23,0,0,1.0
21,1,1,1.1999997470447663
13,0,1,1.4949457053347626
22,0,0,1.0
13,1,0,1.235849400264855
23,1,0,1.0
1,1,0,1.0
12,1,1,1.4178020973933176
13,0,1,1.50419842449408
23,0,1,1.308659615339747
18,0,1,1.8817050645345736
6,1,0,1.0
2,0,0,1.0
14,1,1,1.475975278258343
22,0,1,1.1562723137609177
13,1,1,1.4106406035199277
10,0,1,1.8195809068045434
14,0,0,1.11259428174674
12,1,1,1.5737281681413204
17,0,0,1.4741415902887398
5,1,0,1.0
2,0,0,1.0
18,0,0,1.6537317429029517
14,1,1,1.5418338696139744
22,1,1,1.212079619059169
4,0,1,1.2812222300956333
9,0,1,1.6978356985291692
6,0,0,1.0
16,0,0,1.1480139306214356
6,0,0,1.0
21,0,1,1.2613850204780412
11,1,0,1.1216453293531097
16,1,0,1.2866620760696676
12,1,0,1.1667024707325733
19,0,0,1.4875880508423205
3,0,1,1.2493099627203663
9,0,0,1.5107991273818864
2,1,0,1.0
8,1,1,1.2569808172765289
12,0,1,1.3461151921102252
17,0,1,1.7440460658032098
14,1,0,1.1060586452959251
3,1,0,1.0
14,1,0,1.2541285054029525
21,0,0,1.0
1,0,1,1.2743649129180832
14,0,0,1.2202719214556708
7,1,0,1.0
7,1,1,1.2592099863765531
16,0,1,1.5549930250064576
11,0,1,1.261273784093698
18,1,0,1.0
9,0,0,1.4765973639723209
8,1,0,1.0
4,1,0,1.0
5,0,0,1.0
19,1,1,1.18346027599863
1,0,1,1.1862388918938365
23,1,0,1.0
12,1,0,1.23438877716973
5,0,0,1.0
4,1,0,1.0
0,0,0,1.0
20,0,1,1.241896660210033
21,1,1,1.3483557756669386
20,0,1,1.195377182960589
5,0,0,1.0
5,0,0,1.0
22,0,1,1.212166020205499
15,0,1,1.613199771520779
3,0,0,1.0
10,1,1,1.2439598441357065
23,0,1,1.260919377109198
22,1,0,1.0
8,1,1,1.3186355841305681
22,0,1,1.2461960492092656
2,1,1,1.191204744716417
18,1,0,1.0
7,0,1,1.315688907710877
4,0,1,1.2575544982551285
3,0,1,1.1806085194327642
23,1,0,1.0
5,1,0,1.0
1,0,1,1.2511171662368796
19,0,0,1.5652813522387437
10,1,1,1.3253685063763516
3,1,0,1.0
14,1,0,1.1252110862721407
5,1,1,1.3250419608896051
21,0,1,1.2524422033620568
16,1,1,1.3632663228768176
23,1,0,1.0
5,1,1,1.290163592527736
18,1,0,1.0
1,0,0,1.0
14,0,1,1.510436812601872
10,1,0,1.0
7,1,1,1.1983170001341668
18,0,0,1.6219467667996628
12,0,1,1.4099907285968807
11,1,0,1.2262754872790858
4,1,0,1.0
5,0,1,1.2693032001397262
21,0,0,1.0
3,0,1,1.213630437160832
18,0,0,1.580569201441988
19,0,0,1.4987852896647285
0,0,0,1.0
19,1,1,1.3079771475903685
16,0,1,1.4834493110810185
11,0,1,1.3867821168877117
14,0,1,1.5048288312954001
0,0,1,1.2502894839683345
13,1,0,1.2041657461081483
5,1,0,1.0
4,0,1,1.2396733870863152
10,1,0,1.0
3,1,0,1.0
12,1,0,1.1512176852476848
10,1,0,1.0
2,1,1,1.1740680880486103
0,1,0,1.0
5,0,1,1.169707453433548
17,0,1,1.8976905737965777
23,0,0,1.0
9,0,1,1.7317726073207673
4,0,0,1.0
22,1,0,1.0
9,0,0,1.4616246611442592
11,0,1,1.4427578726362436
1,1,1,1.175296051338262
12,1,1,1.335857968077397
7,0,0,1.0
1,1,0,1.0
19,1,0,1.0
0,1,1,1.318208996502512
4,1,0,1.0
8,0,0,1.605399184536743
16,1,1,1.3252280658593893
8,0,1,1.7669639534185202
10,0,1,1.764316777447487
14,1,0,1.2665218026076772
23,1,0,1.0
5,1,0,1.0
22,0,1,1.230367937137984
2,1,1,1.2933950547107096
16,1,1,1.468597030751362
4,1,1,1.311438394080432
11,1,0,1.2514804396662056
17,1,0,1.0
13,0,0,1.171387459589627
20,1,0,1.0
23,1,0,1.0
10,1,0,1.0
8,0,0,1.795807983800347
1,1,0,1.0
11,0,1,1.3534751274935304
2,0,1,1.3044518329306396
2,1,0,1.0
0,1,1,1.2369314636102169
7,1,0,1.0
21,0,0,1.0
7,0,1,1.2161589989562087
10,0,0,1.4714651221356412
8,0,0,1.7061329723738177
4,0,0,1.0
13,0,0,1.2572643612272154
2,1,0,1.0
20,1,0,1.0
4,0,0,1.0
4,1,1,1.2633128006460281
